"probe_id","chr","pos","UCSC_RefGene_Name","Relation_to_Island","array"
"cg25479215","chr14",97875438,"","OpenSea","EPIC"
"cg19202384","chr17",79894511,"PYCR1;PYCR1","N_Shore","EPIC"
"cg23313228","chr2",27358541,"PREB","S_Shore","EPIC"
"cg23831876","chr2",65225988,"SLC1A4;SLC1A4","OpenSea","EPIC"
"cg25239977","chr12",56984078,"RBMS2","OpenSea","EPIC"
"cg16744973","chr20",738228,"","N_Shelf","EPIC"
"cg03398958","chr8",128315259,"CASC21;CASC8","OpenSea","EPIC"
"cg02938032","chr1",160267426,"COPA;COPA","OpenSea","EPIC"
"cg05788043","chr12",121303077,"SPPL3","OpenSea","EPIC"
"cg22711082","chr1",16396781,"FAM131C","N_Shelf","EPIC"
"cg13767707","chr16",2083178,"SLC9A3R2;SLC9A3R2;SLC9A3R2;SLC9A3R2;SLC9A3R2","N_Shelf","EPIC"
"cg03537644","chr19",40872727,"PLD3;PLD3;PLD3","S_Shore","EPIC"
"cg01880824","chr5",131094531,"FNIP1;FNIP1","OpenSea","EPIC"
"cg09080576","chr9",134554089,"RAPGEF1;RAPGEF1;RAPGEF1","OpenSea","EPIC"
"cg16533495","chr12",52431312,"","Island","EPIC"
"cg21841085","chr17",79426353,"BAHCC1;BAHCC1","S_Shore","EPIC"
"cg05483048","chr20",20764222,"","OpenSea","EPIC"
"cg10369245","chr9",35718903,"TLN1;TLN1","OpenSea","EPIC"
"cg06170374","chr11",37533403,"","OpenSea","EPIC"
"cg19988235","chr2",9945589,"","OpenSea","EPIC"
"cg02882216","chr6",3721174,"","OpenSea","EPIC"
"cg19360969","chr13",41226961,"FOXO1","OpenSea","EPIC"
"cg27586885","chr19",33726898,"","Island","EPIC"
"cg13934472","chr22",23624485,"BCR;BCR","OpenSea","EPIC"
"cg01291392","chr17",2264969,"SGSM2;SGSM2","N_Shore","EPIC"
"cg10022349","chr14",75041541,"LTBP2","OpenSea","EPIC"
"cg24170465","chr4",159094277,"FAM198B;FAM198B;FAM198B","OpenSea","EPIC"
"cg03019033","chr2",170220063,"LRP2","N_Shore","EPIC"
"cg04804052","chr19",11094658,"SMARCA4;SMARCA4;SMARCA4;SMARCA4;SMARCA4;SMARCA4;SMARCA4","N_Shelf","EPIC"
"cg24620139","chr5",100348746,"","OpenSea","EPIC"
"cg16908501","chr1",23212017,"EPHB2;EPHB2;EPHB2;EPHB2","OpenSea","EPIC"
"cg23130769","chr2",59476886,"LOC101927285","OpenSea","EPIC"
"cg23758733","chr13",99796738,"","OpenSea","EPIC"
"cg24110540","chr7",37274621,"ELMO1","OpenSea","EPIC"
"cg16361543","chr11",1299372,"TOLLIP","Island","EPIC"
"cg18353801","chr14",22849960,"","OpenSea","EPIC"
"cg10474793","chr6",16134001,"MYLIP","S_Shelf","EPIC"
"cg04192408","chr22",40427123,"LOC100130899","OpenSea","EPIC"
"cg07717661","chr15",64382027,"FAM96A;FAM96A;FAM96A;FAM96A","N_Shelf","EPIC"
"cg21914119","chr3",124843459,"SLC12A8;SLC12A8","OpenSea","EPIC"
"cg18654102","chr2",96823638,"","OpenSea","EPIC"
"cg16313113","chr15",42127201,"JMJD7;JMJD7-PLA2G4B;JMJD7-PLA2G4B","OpenSea","EPIC"
"cg12967653","chr6",52183995,"","OpenSea","EPIC"
"cg21361083","chr1",67892302,"SERBP1;SERBP1;SERBP1;SERBP1","N_Shelf","EPIC"
"cg02640255","chr20",1804318,"","OpenSea","EPIC"
"cg11714502","chr9",130640212,"AK1","S_Shore","EPIC"
"cg13381521","chr9",130675236,"ST6GALNAC4;ST6GALNAC4","S_Shore","EPIC"
"cg01383911","chr6",30297627,"TRIM39;TRIM39","S_Shelf","EPIC"
"cg26091247","chr11",118784336,"","S_Shelf","EPIC"
"cg03506344","chr7",100287170,"GIGYF1","S_Shelf","EPIC"
"cg22193657","chr3",194948010,"XXYLT1;XXYLT1","OpenSea","EPIC"
"cg02362620","chr8",109144230,"","OpenSea","EPIC"
"cg00672192","chr17",76073640,"TNRC6C;TNRC6C","OpenSea","EPIC"
"cg09224529","chr17",47781787,"SLC35B1;SLC35B1","OpenSea","EPIC"
"cg13549638","chr17",78860076,"RPTOR;RPTOR","N_Shelf","EPIC"
"cg03605542","chr5",59929339,"DEPDC1B;DEPDC1B","OpenSea","EPIC"
"cg24704554","chr12",26926509,"ITPR2","OpenSea","EPIC"
"cg04132263","chr13",79968174,"RBM26;RBM26;RBM26","OpenSea","EPIC"
"cg19077645","chr2",216868109,"MREG","OpenSea","EPIC"
"cg27440979","chr12",19556114,"","OpenSea","EPIC"
"cg27637303","chr2",118942893,"","N_Shore","EPIC"
"cg26774981","chr7",104907846,"SRPK2;SRPK2;SRPK2","OpenSea","EPIC"
"cg27480083","chr1",159761141,"","OpenSea","EPIC"
"cg12543949","chr4",159094034,"FAM198B;FAM198B;FAM198B;FAM198B;FAM198B","OpenSea","EPIC"
"cg09095403","chr22",26859981,"HPS4;HPS4;HPS4;HPS4","OpenSea","EPIC"
"cg19561508","chr9",33140866,"B4GALT1","OpenSea","EPIC"
"cg25102206","chr14",75897342,"JDP2;JDP2;JDP2;JDP2","S_Shore","EPIC"
"cg09063663","chr1",16484811,"","S_Shelf","EPIC"
"cg15656917","chr16",25121705,"LCMT1;LCMT1;LCMT1-AS1","N_Shore","EPIC"
"cg03864397","chr2",202050025,"CASP10;CASP10;CASP10;CASP10;CASP10;CASP10;CASP10","OpenSea","EPIC"
"cg21281638","chr7",6631355,"C7orf26;C7orf26","S_Shore","EPIC"
"cg02911309","chr7",157017463,"UBE3C","OpenSea","EPIC"
"cg03024979","chr4",103737517,"UBE2D3;UBE2D3;UBE2D3;UBE2D3;UBE2D3;UBE2D3;UBE2D3;UBE2D3;UBE2D3;UBE2D3","OpenSea","EPIC"
"cg17434811","chr22",46804102,"CELSR1","N_Shore","EPIC"
"cg21814633","chr12",57387039,"GPR182","OpenSea","EPIC"
"cg20238678","chr7",18548578,"HDAC9;HDAC9;HDAC9;HDAC9;HDAC9;HDAC9;HDAC9;HDAC9;HDAC9","OpenSea","EPIC"
"cg01395261","chr19",18260515,"MAST3","Island","EPIC"
"cg15832662","chr11",63448437,"RTN3;RTN3;RTN3;RTN3","N_Shore","EPIC"
"cg17614752","chr14",45744380,"","OpenSea","EPIC"
"cg25832747","chr21",45581541,"","Island","EPIC"
"cg00851852","chr10",25242304,"PRTFDC1;PRTFDC1","S_Shore","EPIC"
"cg01709919","chr3",25499105,"RARB;RARB;RARB;RARB;RARB;RARB;RARB;RARB;RARB;RARB","OpenSea","EPIC"
"cg01086810","chr6",28234912,"ZNF187;ZNF187;ZNF187;ZNF187;ZNF187;ZNF187","Island","EPIC"
"cg13419720","chr4",24561754,"DHX15","OpenSea","EPIC"
"cg09969502","chr10",135107887,"TUBGCP2;TUBGCP2;TUBGCP2;TUBGCP2","OpenSea","EPIC"
"cg13213497","chr2",8143994,"","OpenSea","EPIC"
"cg16553721","chr19",6668742,"TNFSF14;TNFSF14","OpenSea","EPIC"
"cg06537333","chr16",85643863,"KIAA0182","N_Shore","EPIC"
"cg05209715","chr10",15482692,"","OpenSea","EPIC"
"cg06607738","chr3",71600536,"FOXP1;FOXP1;FOXP1;FOXP1","OpenSea","EPIC"
"cg01747447","chr7",30515521,"NOD1","N_Shelf","EPIC"
"cg25445707","chr3",46719086,"ALS2CL;ALS2CL","OpenSea","EPIC"
"cg17840275","chr19",38791235,"","OpenSea","EPIC"
"cg18758976","chr6",158430311,"SYNJ2","OpenSea","EPIC"
"cg24129923","chr17",7814251,"CHD3;CHD3;CHD3","OpenSea","EPIC"
"cg07893565","chr4",84218838,"HPSE;HPSE;HPSE;HPSE","OpenSea","EPIC"
"cg06882491","chr15",92005137,"CRAT37","OpenSea","EPIC"
"cg16421294","chr2",178257266,"LOC100130691;AGPS","Island","EPIC"
"cg15886317","chr12",4228378,"","OpenSea","EPIC"
"cg25218831","chr16",68798952,"CDH1","OpenSea","EPIC"
"cg02578106","chr2",201992441,"CFLAR;CFLAR;CFLAR;CFLAR;CFLAR;CFLAR;CFLAR","OpenSea","EPIC"
"cg25402137","chr11",67792744,"ALDH3B1;ALDH3B1;ALDH3B1","S_Shelf","EPIC"
"cg08260754","chr19",36100919,"","N_Shelf","EPIC"
"cg14768892","chr15",39915931,"FSIP1","OpenSea","EPIC"
"cg19880751","chr10",72362618,"PRF1;PRF1","S_Shelf","EPIC"
"cg13671919","chr18",5196874,"LOC642597","Island","EPIC"
"cg11224904","chr13",42530006,"VWA8;VWA8","OpenSea","EPIC"
"cg11377646","chr1",11455041,"","OpenSea","EPIC"
"cg19862334","chr17",37069824,"MIR6779;LASP1;LASP1;LASP1","OpenSea","EPIC"
"cg11748260","chr6",30624395,"DHX16;DHX16","OpenSea","EPIC"
"cg14851027","chr22",50977104,"","OpenSea","EPIC"
"cg11903570","chr1",197665895,"DENND1B;DENND1B;DENND1B;DENND1B","OpenSea","EPIC"
"cg01403010","chr22",38609534,"MAFF;MAFF;MAFF;MAFF","N_Shore","EPIC"
"cg09489844","chr17",79880647,"MAFG;MAFG","Island","EPIC"
"cg12777690","chr14",102171876,"","N_Shore","EPIC"
"cg02875089","chr17",41861356,"C17orf105","OpenSea","EPIC"
"cg02871875","chr9",130829574,"NAIF1;SLC25A25;NAIF1","Island","EPIC"
"cg09376577","chr16",66961056,"","S_Shore","EPIC"
"cg24155515","chr6",15387512,"JARID2;JARID2","OpenSea","EPIC"
"cg11699186","chr6",131017634,"","OpenSea","EPIC"
"cg18994297","chr1",10816046,"CASZ1;CASZ1","OpenSea","EPIC"
"cg12732899","chr9",112887765,"AKAP2;PALM2-AKAP2;PALM2-AKAP2;AKAP2;AKAP2","OpenSea","EPIC"
"cg23720123","chr21",16813982,"","OpenSea","EPIC"
"cg25834802","chr2",101791845,"","OpenSea","EPIC"
"cg08209370","chr12",121949748,"KDM2B;KDM2B","OpenSea","EPIC"
"cg11122351","chr1",214731459,"","OpenSea","EPIC"
"cg04243090","chr1",208834795,"","OpenSea","EPIC"
"cg17107691","chr19",11289376,"KANK2;KANK2","S_Shore","EPIC"
"cg24003991","chr4",147443209,"SLC10A7;SLC10A7","Island","EPIC"
"cg26695233","chr2",43455862,"LINC01126","S_Shore","EPIC"
"cg00476608","chr12",7044787,"ATN1;ATN1","N_Shore","EPIC"
"cg05053979","chr14",89681043,"FOXN3;FOXN3","OpenSea","EPIC"
"cg21182799","chr10",128327492,"","OpenSea","EPIC"
"cg24777274","chr11",10639183,"MRVI1;MRVI1;MRVI1;MRVI1;MRVI1;MRVI1","OpenSea","EPIC"
"cg06644428","chr2",233284112,"","Island","EPIC"
"cg06570287","chr8",129671057,"","OpenSea","EPIC"
"cg06799152","chr12",57561189,"LRP1","OpenSea","EPIC"
"cg03194442","chr10",134945099,"GPR123","S_Shore","EPIC"
"cg18213751","chr1",182646763,"","OpenSea","EPIC"
"cg25523776","chr11",116742352,"SIK3;SIK3;SIK3","OpenSea","EPIC"
"cg10089657","chr7",1062820,"C7orf50;MIR339;C7orf50;C7orf50","Island","EPIC"
"cg01679611","chr8",121744480,"SNTB1","OpenSea","EPIC"
"cg03910698","chr7",1164737,"C7orf50;C7orf50;C7orf50","OpenSea","EPIC"
"cg15965233","chr2",165651558,"COBLL1;COBLL1;COBLL1;COBLL1","OpenSea","EPIC"
"cg08120071","chr16",2082745,"SLC9A3R2;SLC9A3R2;SLC9A3R2;SLC9A3R2;SLC9A3R2","N_Shelf","EPIC"
"cg00362690","chr15",69447139,"MIR548H4","OpenSea","EPIC"
"cg01804043","chr15",89164441,"AEN","Island","EPIC"
"cg21593835","chr3",123354036,"MYLK;MYLK;MYLK;MYLK","OpenSea","EPIC"
"cg02737480","chr1",19440269,"UBR4","OpenSea","EPIC"
"cg06588542","chr3",174911832,"NAALADL2","OpenSea","EPIC"
"cg24039310","chr19",14678720,"NDUFB7","N_Shelf","EPIC"
"cg03883939","chr3",49754876,"AMIGO3;AMIGO3;RNF123","N_Shore","EPIC"
"cg25481874","chr11",126017003,"","OpenSea","EPIC"
"cg09632065","chr4",42675256,"","OpenSea","EPIC"
"cg00232868","chr21",17358642,"","OpenSea","EPIC"
"cg19730422","chr5",156718560,"CYFIP2;CYFIP2;CYFIP2;CYFIP2","OpenSea","EPIC"
"cg00478717","chrX",119931182,"","OpenSea","EPIC"
"cg08029358","chr12",106993546,"RFX4;RFX4;LOC100287944","OpenSea","EPIC"
"cg00840708","chr4",13783919,"LINC01182","OpenSea","EPIC"
"cg12735838","chr6",32086902,"ATF6B;ATF6B","OpenSea","EPIC"
"cg22451412","chr15",42227210,"EHD4","OpenSea","EPIC"
"cg01751040","chr14",30683487,"","OpenSea","EPIC"
"cg25650484","chr19",39636503,"PAK4;PAK4;PAK4;PAK4;PAK4","OpenSea","EPIC"
"cg03656783","chr12",42664783,"","OpenSea","EPIC"
"cg17036928","chr17",74131650,"","N_Shore","EPIC"
"cg11992015","chr2",110876674,"","S_Shelf","EPIC"
"cg21045485","chr6",131252985,"EPB41L2;EPB41L2;EPB41L2;EPB41L2;EPB41L2","OpenSea","EPIC"
"cg00627559","chr3",101797738,"","OpenSea","EPIC"
"cg09123760","chr12",122712212,"DIABLO;DIABLO;DIABLO;DIABLO","S_Shore","EPIC"
"cg05958985","chr16",88558237,"ZFPM1","Island","EPIC"
"cg07893512","chr16",214776,"HBM","Island","EPIC"
"cg00039048","chr21",16423363,"NRIP1","OpenSea","EPIC"
"cg26614014","chr2",20366500,"","OpenSea","EPIC"
"cg11630384","chr21",43584887,"","OpenSea","EPIC"
"cg19384379","chr3",12800816,"TMEM40","OpenSea","EPIC"
"cg07504763","chr1",198575077,"","OpenSea","EPIC"
"cg08421689","chr2",231084724,"SP110;SP110;SP110;SP110;SP110;SP110;SP110","OpenSea","EPIC"
"cg03635774","chr9",131400182,"WDR34;MIR1268A","OpenSea","EPIC"
"cg00857282","chr6",16130727,"MYLIP","S_Shore","EPIC"
"cg27540367","chr19",41848134,"TGFB1","OpenSea","EPIC"
"cg04332442","chr22",46770063,"CELSR1","N_Shore","EPIC"
"cg10457768","chr19",41848126,"TGFB1","OpenSea","EPIC"
"cg09842685","chr12",4492769,"","OpenSea","EPIC"
"cg03836615","chr3",4856096,"ITPR1;ITPR1;ITPR1","OpenSea","EPIC"
"cg05348436","chr9",139120114,"QSOX2","OpenSea","EPIC"
"cg15579927","chr9",73404636,"TRPM3;TRPM3;TRPM3;TRPM3;TRPM3;TRPM3;TRPM3;TRPM3;TRPM3","OpenSea","EPIC"
"cg26574777","chr13",100927476,"PCCA;PCCA","OpenSea","EPIC"
"cg00447947","chr1",12704657,"AADACL4","OpenSea","EPIC"
"cg14873515","chr5",149887461,"NDST1","OpenSea","EPIC"
"cg21815306","chr2",106887565,"","S_Shore","EPIC"
"cg16782494","chr15",96939458,"","OpenSea","EPIC"
"cg12115800","chr3",73144435,"","OpenSea","EPIC"
"cg08995087","chr15",39488566,"","OpenSea","EPIC"
"cg11095324","chr7",66197962,"RABGEF1","OpenSea","EPIC"
"cg08150816","chr1",169281716,"NME7;NME7;NME7","OpenSea","EPIC"
"cg10587886","chr3",8361835,"LMCD1-AS1","OpenSea","EPIC"
"cg09279029","chr6",156955435,"","S_Shelf","EPIC"
"cg04094640","chr16",27237122,"NSMCE1","OpenSea","EPIC"
"cg10585278","chr11",82502221,"","OpenSea","EPIC"
"cg00630090","chr1",95061557,"","OpenSea","EPIC"
"cg15831217","chr14",79542386,"NRXN3;NRXN3","OpenSea","EPIC"
"cg15777575","chr5",92679522,"","OpenSea","EPIC"
"cg15827092","chr14",83600849,"","OpenSea","EPIC"
"cg06589222","chr1",41446660,"CTPS1;CTPS1","S_Shore","EPIC"
"cg11603365","chr14",61970209,"PRKCH","OpenSea","EPIC"
"cg19501902","chr3",111268051,"CD96;CD96","OpenSea","EPIC"
"cg27123273","chr16",72405329,"","OpenSea","EPIC"
"cg20509726","chr2",224845011,"SERPINE2;SERPINE2;SERPINE2;SERPINE2;SERPINE2;SERPINE2;SERPINE2;SERPINE2","OpenSea","EPIC"
"cg19443198","chr16",25270176,"ZKSCAN2","S_Shore","EPIC"
"cg20733303","chr8",131432024,"ASAP1;ASAP1","OpenSea","EPIC"
"cg12620076","chr1",35900124,"KIAA0319L","OpenSea","EPIC"
"cg03527802","chr16",29819931,"MAZ;MAZ","S_Shore","EPIC"
"cg17815177","chr19",14586680,"PTGER1","S_Shore","EPIC"
"cg07386722","chr11",69294736,"","OpenSea","EPIC"
"cg22759265","chr2",27998164,"MRPL33;MRPL33","S_Shelf","EPIC"
"cg12428797","chr8",144678360,"EEF1D;EEF1D;EEF1D;EEF1D;EEF1D;EEF1D;EEF1D;EEF1D","N_Shore","EPIC"
"cg03722322","chr2",42952939,"MTA3;MTA3","OpenSea","EPIC"
"cg10317380","chr11",122934257,"HSPA8;HSPA8","S_Shore","EPIC"
"cg20467658","chr15",89933347,"LOC254559","OpenSea","EPIC"
"cg21595802","chr9",131012272,"DNM1;DNM1;DNM1;DNM1;DNM1","N_Shore","EPIC"
"cg17118239","chr1",180157508,"QSOX1;QSOX1","OpenSea","EPIC"
"cg15308786","chr6",16983227,"","OpenSea","EPIC"
"cg00853714","chr6",31510077,"BAT1;BAT1;SNORD84;BAT1;BAT1","S_Shore","EPIC"
"cg16533613","chr9",131769257,"NUP188","OpenSea","EPIC"
"cg24600366","chr16",69482837,"CYB5B","OpenSea","EPIC"
"cg19145995","chr19",4038489,"","Island","EPIC"
"cg13405423","chr8",42011090,"AP3M2;AP3M2","Island","EPIC"
"cg17498239","chr17",14201057,"","S_Shore","EPIC"
"cg02375166","chr11",58291656,"","OpenSea","EPIC"
"cg22143352","chr14",75897841,"JDP2;JDP2;JDP2;JDP2","S_Shelf","EPIC"
"cg15998609","chr1",216774956,"ESRRG;ESRRG;ESRRG;ESRRG;ESRRG","S_Shore","EPIC"
"cg27617715","chr2",200637602,"FTCDNL1","OpenSea","EPIC"
"cg06243866","chr13",111019493,"COL4A2","OpenSea","EPIC"
"cg25318870","chr3",98528571,"DCBLD2","OpenSea","EPIC"
"cg02203067","chr16",87866800,"SLC7A5","OpenSea","EPIC"
"cg08815968","chr3",143550727,"SLC9A9","OpenSea","EPIC"
"cg11399589","chr20",36147549,"BLCAP;BLCAP;BLCAP;BLCAP;BLCAP","N_Shore","EPIC"
"cg23670631","chr19",815164,"LPPR3","Island","EPIC"
"cg06795340","chr9",107546652,"ABCA1","OpenSea","EPIC"
"cg22694749","chr19",814917,"LPPR3","Island","EPIC"
"cg17827770","chr17",74259168,"","N_Shore","EPIC"
"cg25371503","chr1",210111011,"SYT14;SYT14;SYT14;SYT14;SYT14;SYT14","N_Shore","EPIC"
"cg01149275","chr14",102783637,"ZNF839","N_Shelf","EPIC"
"cg11998004","chr5",55617230,"","OpenSea","EPIC"
"cg08973191","chr8",144894328,"SCRIB;SCRIB","N_Shore","EPIC"
"cg02679375","chr4",8178885,"","OpenSea","EPIC"
"cg12554634","chr19",50159969,"SCAF1","S_Shelf","EPIC"
"cg27064949","chrX",69397448,"DGAT2L6","OpenSea","EPIC"
"cg22143387","chr5",176759081,"LMAN2","Island","EPIC"
"cg05453242","chr12",25954763,"","OpenSea","EPIC"
"cg21574629","chr1",231860790,"DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;TSNAX-DISC1;TSNAX-DISC1;TSNAX-DISC1;TSNAX-DISC1;TSNAX-DISC1;TSNAX-DISC1;TSNAX-DISC1","OpenSea","EPIC"
"cg17466151","chr11",65886850,"PACS1","OpenSea","EPIC"
"cg06062640","chr20",52272952,"","N_Shelf","EPIC"
"cg15848479","chr2",217662988,"","OpenSea","EPIC"
"cg00199799","chr10",130894873,"","OpenSea","EPIC"
"cg27121095","chr18",77155145,"NFATC1;NFATC1;NFATC1","Island","EPIC"
"cg19004565","chr6",32086893,"ATF6B;ATF6B","OpenSea","EPIC"
"cg25950638","chr15",70451935,"","OpenSea","EPIC"
"cg09448652","chr11",62621367,"SNORD30;SNORD22;SNORD31;SNHG1","N_Shore","EPIC"
"cg09217258","chr1",111150578,"KCNA2","S_Shore","EPIC"
"cg16461996","chr15",41822953,"RPAP1","OpenSea","EPIC"
"cg05358181","chr4",100730396,"","OpenSea","EPIC"
"cg24386849","chr4",82326102,"","OpenSea","EPIC"
"cg16177250","chr7",102087731,"ORAI2;ORAI2","OpenSea","EPIC"
"cg16352321","chr20",33299610,"TP53INP2","S_Shore","EPIC"
"cg05487748","chr5",148293754,"","OpenSea","EPIC"
"cg05786554","chr11",43942604,"ALKBH3-AS1","OpenSea","EPIC"
"cg22661501","chr2",47072907,"LINC01119","OpenSea","EPIC"
"cg11784631","chr6",30658014,"NRM","S_Shelf","EPIC"
"cg07432164","chr18",10057933,"","OpenSea","EPIC"
"cg11378067","chr6",43486161,"POLR1C;YIPF3","S_Shore","EPIC"
"cg09641642","chr11",8752313,"ST5;ST5;ST5","Island","EPIC"
"cg09638286","chr14",67637569,"GPHN;GPHN","OpenSea","EPIC"
"cg05125838","chr3",48601585,"UCN2;COL7A1","OpenSea","EPIC"
"cg05004640","chr15",66299542,"MEGF11","OpenSea","EPIC"
"cg05603985","chr1",2161049,"SKI","Island","EPIC"
"cg02876760","chr3",137833551,"DZIP1L;DZIP1L","N_Shore","EPIC"
"cg24491028","chr1",109176564,"FAM102B","OpenSea","EPIC"
"cg16422816","chr11",133901678,"LOC100128239","OpenSea","EPIC"
"cg07023764","chr8",130567184,"CCDC26;CCDC26;CCDC26;CCDC26","OpenSea","EPIC"
"cg04961225","chr12",91332479,"","OpenSea","EPIC"
"cg21635197","chr6",135405808,"","OpenSea","EPIC"
"cg14930341","chr6",43082234,"PTK7;PTK7;PTK7;PTK7;PTK7;PTK7;PTK7","OpenSea","EPIC"
"cg27372654","chr5",88036924,"MEF2C;MEF2C;MEF2C;MEF2C;MEF2C;MEF2C;MEF2C","OpenSea","EPIC"
"cg11911919","chr7",84002337,"","OpenSea","EPIC"
"cg23168456","chr20",43936957,"MATN4;MATN4;MATN4;MATN4;RBPJL;RBPJL;RBPJL","S_Shore","EPIC"
"cg20750889","chr16",68797057,"CDH1","OpenSea","EPIC"
"cg14686533","chr4",77447792,"SHROOM3","OpenSea","EPIC"
"cg24123792","chr11",95969031,"MAML2","OpenSea","EPIC"
"cg04119529","chr16",2094667,"NTHL1","N_Shelf","EPIC"
"cg12004614","chr18",3482492,"","OpenSea","EPIC"
"cg19371711","chr20",62453915,"ZBTB46-AS1","OpenSea","EPIC"
"cg00721951","chr3",50195482,"SEMA3F","S_Shelf","EPIC"
"cg16878641","chr16",1821720,"NME3","Island","EPIC"
"cg23372375","chr2",147783304,"","OpenSea","EPIC"
"cg21337881","chr17",5138645,"C17orf87","OpenSea","EPIC"
"cg09144769","chr17",34053056,"AP2B1;AP2B1","OpenSea","EPIC"
"cg11537849","chr21",16564942,"","OpenSea","EPIC"
"cg12603236","chr22",26860178,"HPS4;HPS4;HPS4;HPS4","OpenSea","EPIC"
"cg26100149","chr5",173315151,"CPEB4","Island","EPIC"
"cg09820525","chr20",43665967,"STK4","OpenSea","EPIC"
"cg05136179","chr3",52740483,"GLT8D1;SPCS1;GLT8D1","S_Shore","EPIC"
"cg10777481","chr16",27325037,"IL4R;IL4R;IL4R;IL4R","Island","EPIC"
"cg12758082","chr13",113407769,"ATP11A;ATP11A","N_Shelf","EPIC"
"cg02749265","chr10",77043546,"ZNF503","OpenSea","EPIC"
"cg20544516","chr17",17717183,"MIR33B;SREBF1;SREBF1","S_Shore","EPIC"
"cg00575896","chr3",50357171,"HYAL2;HYAL2","N_Shore","EPIC"
"cg01869657","chr1",53704480,"MAGOH;LOC100507564","Island","EPIC"
"cg08668662","chr20",30539908,"PDRG1","Island","EPIC"
"cg20423384","chr4",25789891,"SEL1L3;SEL1L3;SEL1L3","OpenSea","EPIC"
"cg03580247","chr17",42345488,"SLC4A1;SLC4A1","OpenSea","EPIC"
"cg02531939","chr2",181971111,"","OpenSea","EPIC"
"cg24227782","chr6",111885923,"TRAF3IP2-AS1;TRAF3IP2-AS1;TRAF3IP2-AS1;TRAF3IP2;TRAF3IP2;TRAF3IP2;TRAF3IP2","OpenSea","EPIC"
"cg02220284","chr3",71013485,"FOXP1","OpenSea","EPIC"
"cg07517549","chr5",135329811,"","OpenSea","EPIC"
"cg22664560","chr20",40261655,"","OpenSea","EPIC"
"cg16525157","chr19",44243373,"SMG9","OpenSea","EPIC"
"cg02948444","chr17",80741558,"TBCD","S_Shore","EPIC"
"cg03482883","chr16",1793303,"MAPK8IP3;MAPK8IP3","N_Shelf","EPIC"
"cg20019410","chr2",207939050,"","OpenSea","EPIC"
"cg27179353","chr4",156364125,"","OpenSea","EPIC"
"cg08574423","chr19",12724912,"ZNF791","S_Shelf","EPIC"
"cg24821680","chr2",198542050,"RFTN2","OpenSea","EPIC"
"cg00227093","chr5",149979838,"SYNPO","OpenSea","EPIC"
"cg03954453","chr2",86262687,"POLR1A","OpenSea","EPIC"
"cg00457494","chr1",44034998,"PTPRF;PTPRF","S_Shelf","EPIC"
"cg03782943","chr8",23876392,"","OpenSea","EPIC"
"cg05254511","chr22",39077689,"TOMM22","N_Shore","EPIC"
"cg26689341","chr5",98109319,"RGMB-AS1;RGMB","Island","EPIC"
"cg15380836","chr17",1553341,"RILP;RILP","S_Shore","EPIC"
"cg14973055","chr17",72306038,"DNAI2","OpenSea","EPIC"
"cg10192877","chr21",43641690,"ABCG1;ABCG1;ABCG1;ABCG1;ABCG1;ABCG1","S_Shore","EPIC"
"cg19916943","chr5",95992957,"","OpenSea","EPIC"
"cg05215546","chr14",103822206,"","OpenSea","EPIC"
"cg16460669","chr1",199659497,"","OpenSea","EPIC"
"cg25773695","chr1",116191657,"VANGL1","OpenSea","EPIC"
"cg22214659","chr15",91455349,"MAN2A2","OpenSea","EPIC"
"cg11523799","chr6",43479817,"C6orf154;YIPF3","S_Shore","EPIC"
"cg24408488","chr20",31123411,"NOL4L","N_Shore","EPIC"
"cg06206136","chr15",75092767,"CSK;CSK;CSK;CSK","N_Shelf","EPIC"
"cg09956442","chr19",18133156,"","OpenSea","EPIC"
"cg20056593","chr12",132993150,"","S_Shelf","EPIC"
"cg26554385","chr1",154977246,"ZBTB7B;ZBTB7B;ZBTB7B;ZBTB7B;ZBTB7B","S_Shore","EPIC"
"cg11640529","chr20",43180850,"PKIG;PKIG;PKIG;PKIG","OpenSea","EPIC"
"cg15197657","chr5",176916434,"PDLIM7;PDLIM7","N_Shelf","EPIC"
"cg23880946","chr18",22539304,"","OpenSea","EPIC"
"cg21947426","chr14",23999927,"ZFHX2;THTPA;THTPA","OpenSea","EPIC"
"cg13416193","chr18",5579338,"EPB41L3","OpenSea","EPIC"
"cg04014328","chr17",46653615,"HOXB4","N_Shore","EPIC"
"cg13138441","chr1",17920733,"ARHGEF10L;ARHGEF10L","OpenSea","EPIC"
"cg09655822","chr6",146136083,"FBXO30","Island","EPIC"
"cg03739378","chr7",105295865,"ATXN7L1;ATXN7L1","OpenSea","EPIC"
"cg14347274","chr12",66459516,"","OpenSea","EPIC"
"cg16962933","chr9",73477973,"TRPM3;TRPM3;TRPM3;TRPM3;TRPM3;TRPM3;TRPM3;TRPM3;TRPM3","OpenSea","EPIC"
"cg10174146","chr10",6540795,"PRKCQ;PRKCQ;PRKCQ;PRKCQ","OpenSea","EPIC"
"cg26894302","chr17",79879221,"MAFG;MAFG","N_Shore","EPIC"
"cg19321776","chr16",2093980,"NTHL1","N_Shelf","EPIC"
"cg20924634","chr14",61720043,"","OpenSea","EPIC"
